DRUG_ID,DRUG_NAME,drug_key,canonical_smiles,smiles,inchikey,pubchem_cid,has_ChEMBL,has_DRKG,has_PrimeKG
81,colistin-b-sulfate,BRD-A36456202-001-01-3,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,KNIWPHSUTGNZST-INRBSFJCSA-N,,0,0,0
82,ketoconazole,BRD-A38350138-001-04-9,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2CC(=O)N2CCN(c3ccc(OC[C@H]4CO[C@](Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3CC(=O)N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4CC(=O)N4CCN(c5ccc(OCC6CO[C@](Cn7ccnc7)(c7ccc(Cl)cc7Cl)O6)cc5)CC4)CC3)CC2)CC1,CC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1CC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1CC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1CC(=O)N1CCN(CC1)c1ccc(OCC2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1,SSPAWOHUVIJKPL-ONMMNUQJSA-N,,1,0,1
83,rabeprazole,BRD-A39390670-236-10-7,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N,,1,0,1
84,teroxirone,BRD-A39935389-001-05-9,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,OUPZKGBUJRBPGC-UHFFFAOYSA-N,,0,0,0
85,practolol,BRD-A41304429-001-14-8,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CC(C)NCC(O)COc1ccc(NC(C)=O)cc1,DURULFYMVIFBIR-UHFFFAOYSA-N,,1,0,1
86,teriflunomide,BRD-A42699921-001-03-6,CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CC(=O)C(C#N)C(=O)Nc1ccc(cc1)C(F)(F)F,NABQBYDEMLGCEO-UHFFFAOYSA-N,,1,0,1
87,melengestrol-acetate,BRD-A42746051-001-02-9,C=C1CC2C3C=C(C)C4=CC(=O)CC[C@]4(C)C3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,CC(=O)O[C@]1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CC[C@]4(C)C3CC[C@]12C,UDKABVSQKJNZBH-PQQMIVRBSA-N,,0,0,1
88,linalool,BRD-A43082461-001-06-3,C=CC(C)(O)CCC=C(C)C,CC(C)=CCCC(C)(O)C=C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,,0,0,0
89,oxprenolol,BRD-A43671941-003-11-9,C=CCOc1ccccc1OCC(O)CNC(C)C,CC(C)NCC(O)COc1ccccc1OCC=C,CEMAWMOMDPGJMB-UHFFFAOYSA-N,,1,0,1
90,clobutinol,BRD-A43809092-003-02-1,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,KVHHQGIIZCJATJ-UHFFFAOYSA-N,,1,0,1
91,SID-7969543,BRD-A43885598-001-08-1,CCOC(=O)C(C)Oc1cccc2c(=O)n(CC(=O)Nc3ccc4c(c3)OCCO4)ccc12,CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O,KWMBIIQCLUIHDI-UHFFFAOYSA-N,,0,0,0
92,indoprofen,BRD-A44090213-001-25-6,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O,RJMIEHBSYVWVIN-UHFFFAOYSA-N,,1,0,0
93,FLI-06,BRD-A44500574-001-01-8,CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2=C(CC(C)(C)CC2=O)N1,CC1=C(C(c2ccc(cc2)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC1CCCCC1,SWWVFYHSSOWZMF-UHFFFAOYSA-N,,0,0,0
94,WYE-125132,BRD-A45498368-001-07-1,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,CNC(=O)Nc1ccc(cc1)-c1nc(N2CC3CCC(C2)O3)c2cnn(C3CCC4(CC3)OCCO4)c2n1,QLHHRYZMBGPBJG-UHFFFAOYSA-N,,0,0,0
95,iododexetimide,BRD-A46813902-001-01-6,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(I)cc3)CC2)C(=O)N1,Ic1ccc(CN2CCC(CC2)C2(CCC(=O)NC2=O)c2ccccc2)cc1,WJLRTFJPHDSXAF-UHFFFAOYSA-N,,0,0,0
96,buthionine-sulfoximine,BRD-A47706533-001-02-6,CCCCS(=N)(=O)CC[C@H](N)C(=O)O,CCCCS(=N)(=O)CC[C@H](N)C(O)=O,KJQFBVYMGADDTQ-CVSPRKDYSA-N,,0,0,0
97,ecamsule-triethanolamine,BRD-A47953250-001-01-7,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)/C2=C\c1ccc(/C=C2\C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)\C2=C/c1ccc(cc1)\C=C1\C2CCC(CS(O)(=O)=O)(C1=O)C2(C)C,HEAHZSUCFKFERC-AXPXABNXSA-N,,0,0,0
98,mitomycin-c,BRD-A48237631-001-04-8,CO[C@@]12[C@@H]3NC3CN1C1=C(C(=O)C(N)=C(C)C1=O)[C@@H]2COC(N)=O,CO[C@@]12[C@@H]3NC3CN1C1=C([C@@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,NWIBSHFKIJFRCO-CPKMXBGFSA-N,,0,0,0
99,ajmaline,BRD-A48300215-001-04-8,CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2C5O)N3[C@@H]1O,CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]44C[C@@H](C2C4O)N3[C@@H]1O,CJDRUOGAGYHKKD-FYGXBCQKSA-N,,0,0,1
100,methacycline,BRD-A49035384-003-28-9,C=C1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(C(=O)c4c(O)cccc4C3=C)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,QNJKSUYWBCNWFI-KCDYASHQSA-N,,1,0,0
101,ciprofibrate,BRD-A49358627-001-14-6,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O,KPSRODZRAIWAKH-UHFFFAOYSA-N,,1,0,1
102,fludroxycortide,BRD-A49765801-001-04-1,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,POPFMWWJOGLOIF-KYSSJFEUSA-N,,0,0,0
103,oxazepam,BRD-A50049929-001-01-9,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,,1,0,1
104,flumethasone-pivalate,BRD-A50064262-001-04-7,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,JWRMHDSINXPDHB-DCPWPRNHSA-N,,1,0,0
105,terbutaline,BRD-A50157456-065-20-6,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,XWTYSIMOBUGWOL-UHFFFAOYSA-N,,1,0,1
106,meclizine,BRD-A50311610-300-10-4,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,,1,0,1
107,palomid-529,BRD-A50998626-001-02-1,COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1,COc1ccc(COc2cc3oc(=O)c4cc(ccc4c3cc2OC)C(C)O)cc1,YEAHTLOYHVWAKW-UHFFFAOYSA-N,,1,0,0
108,hypoestoxide,BRD-A51571244-001-01-9,C=C1C(=O)CC2CC3OC3(C)CCC3OC3(C)C[C@H](OC(C)=O)C1C2(C)C,CC(=O)O[C@H]1CC2(C)OC2CCC2(C)OC2CC2CC(=O)C(=C)C1C2(C)C,HNPAHGHFONBTLV-UOAZVOCOSA-N,,0,0,0
109,halofantrine,BRD-A51964809-003-12-6,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,,1,0,1
110,Ro-106-9920,BRD-A53134341-001-03-2,O=S(c1ccccc1)c1ccc2nnnn2n1,O=S(c1ccccc1)c1ccc2nnnn2n1,JFSXSNSCPNFCDM-UHFFFAOYSA-N,,0,0,0
111,prednisolone-tebutate,BRD-A53151380-001-01-2,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C,HUMXXHTVHHLNRO-VZWGUQLYSA-N,,1,0,0
112,butylscopolamine-bromide,BRD-A53951045-004-01-6,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@@H](CO)c1ccccc1,YBCNXCRZPWQOBR-NQNPYAFXSA-N,,0,0,0
113,lanoconazole,BRD-A54275602-001-01-0,N#C/C(=C1/SCC(c2ccccc2Cl)S1)n1ccnc1,Clc1ccccc1C1CS\C(S1)=C(\C#N)n1ccnc1,ZRTQSJFIDWNVJW-WYMLVPIESA-N,,0,0,0
114,KF-38789,BRD-A54927599-001-16-9,COc1ccc(C2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1,COc1ccc(C2CC(=NCCS2)c2c(O)cc(C)oc2=O)c(OC)c1,NHFIAAAMCYVRIW-UHFFFAOYSA-N,,0,0,0
115,k-strophanthidin,BRD-A55312468-001-04-7,C[C@]12CCC3C(CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CCC2C1=CC(=O)OC1,C[C@]12CCC3C(CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CCC2C1=CC(=O)OC1,ODJLBQGVINUMMR-VJHNTTCYSA-N,,0,0,0
117,BNTX,BRD-A55484088-050-02-5,O=C1/C(=C/c2ccccc2)C[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1,WXOUFNFMPVMGFZ-WLNGDWEISA-N,,0,0,0
118,primaquine,BRD-A55913614-316-09-6,COc1cc(NC(C)CCCN)c2ncccc2c1,COc1cc(NC(C)CCCN)c2ncccc2c1,INDBQLZJXZLFIT-UHFFFAOYSA-N,,1,0,1
119,omeprazole,BRD-A55962179-001-22-1,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C,SUBDBMMJDZJVOS-UHFFFAOYSA-N,,1,0,1
120,LGX818,BRD-A56085258-001-01-8,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,COC(=O)NC(C)CNc1nccc(n1)-c1cn(nc1-c1cc(Cl)cc(NS(C)(=O)=O)c1F)C(C)C,CMJCXYNUCSMDBY-UHFFFAOYSA-N,,0,0,0
121,piroxicam,BRD-A57382968-001-29-0,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,MNSCVRXKDINXEY-UHFFFAOYSA-N,,1,0,1
122,PD-318088,BRD-A57798112-001-03-7,O=C(NOCC(O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,OCC(O)CONC(=O)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,XXSSGBYXSKOLAM-UHFFFAOYSA-N,,0,0,0
123,oxymatrine,BRD-A57833392-001-01-7,O=C1CCC[C@@H]2[C@@H]3CCC[N+]4([O-])CCC[C@H](CN12)[C@@H]34,[O-][N+]12CCC[C@@H]3CN4[C@H](CCCC4=O)[C@H](CCC1)[C@@H]23,XVPBINOPNYFXID-WEFVWUPKSA-N,,0,0,0
124,golgicide-a,BRD-A57886255-001-01-1,Fc1cc(F)c2c(c1)[C@H]1C=CC[C@H]1C(c1cccnc1)N2,Fc1cc(F)c2NC([C@@H]3CC=C[C@@H]3c2c1)c1cccnc1,NJZHEQOUHLZCOX-FTLRAWMYSA-N,,0,0,0
125,oxyphencyclimine,BRD-A58193911-003-18-7,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)c1ccccc1,DUDKAZCAISNGQN-UHFFFAOYSA-N,,1,0,1
126,selamectin,BRD-A58564983-001-04-6,CO[C@H]1CC(O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)C1O,CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O,AFJYYKSVHJGXSN-XUCDQRGXSA-N,,1,0,1
127,quinethazone,BRD-A59303141-001-10-4,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CCC1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O,AGMMTXLNIQSRCG-UHFFFAOYSA-N,,1,0,1
128,amisulpride,BRD-A60197193-001-14-6,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CCN1CCCC1CNC(=O)c1cc(c(N)cc1OC)S(=O)(=O)CC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,,1,0,1
129,8-hydroxy-PIPAT,BRD-A60594020-034-01-1,CCCN(C/C=C/I)C1CCc2cccc(O)c2C1,CCCN(C\C=C\I)C1CCc2cccc(O)c2C1,QBXHUZJZYDSLRH-RUDMXATFSA-N,,0,0,0
130,sodium-stibogluconate,BRD-A60786380-412-01-5,O=C(O)C1O[Sb]2(O)(O[Sb]34(O)OC(C(=O)O)C(O3)C(C(O)CO)O4)OC(C(O)CO)C1O2,OCC(O)C1O[Sb]2(O)(O[Sb]34(O)OC(C(O)CO)C(O3)C(O4)C(O)=O)OC1C(O2)C(O)=O,RPOBPHCDIPHDQL-UHFFFAOYSA-L,,0,0,1
131,Ro-04-5595,BRD-A63546914-003-02-0,COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2,COc1cc2CCN(C)C(CCc3ccc(Cl)cc3)c2cc1O,DSTWURHEHMZWEI-UHFFFAOYSA-N,,0,0,0
132,sangivamycin,BRD-A64064900-001-02-3,NC(=O)c1cn(C2OC(CO)[C@H](O)[C@@H]2O)c2ncnc(N)c12,NC(=O)c1cn(C2OC(CO)[C@H](O)[C@@H]2O)c2ncnc(N)c12,OBZJZDHRXBKKTJ-HUNIYLEFSA-N,,0,0,0
133,mexiletine,BRD-A64092382-003-18-3,Cc1cccc(C)c1OCC(C)N,CC(N)COc1c(C)cccc1C,VLPIATFUUWWMKC-UHFFFAOYSA-N,,1,0,1
134,lanatoside-c,BRD-A64242993-001-05-6,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)C(CCC6C5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)C(CCC3C2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,JAYAGJDXJIDEKI-YBYZECQXSA-N,,1,0,0
135,DPI-201106,BRD-A64553394-001-04-4,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1,OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,BYBYHCOEAFHGJL-UHFFFAOYSA-N,,0,0,0
136,isometheptene-mucate,BRD-A64743628-001-01-5,CNC(C)CCC=C(C)C,CNC(C)CCC=C(C)C,XVQUOJBERHHONY-UHFFFAOYSA-N,,0,0,0
137,EMD-53998,BRD-A65248799-001-01-7,COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)SC4C)ccc32)cc1OC,COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)SC1C,IZLRMTJLQCLMKF-UHFFFAOYSA-N,,0,0,0
138,ixazomib-citrate,BRD-A66419424-001-02-4,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(=O)O)(C(=O)O)O1,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(O)=O)(O1)C(O)=O,YTXSYWAKVMZICI-PVCZSOGJSA-N,,1,0,0
139,ifosfamide,BRD-A67097164-001-18-7,O=P1(NCCCl)OCCCN1CCCl,ClCCNP1(=O)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,,1,0,1
140,lafutidine,BRD-A67516570-001-02-8,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,O=C(CS(=O)Cc1ccco1)NC\C=C/COc1cc(CN2CCCCC2)ccn1,KMZQAVXSMUKBPD-DJWKRKHSSA-N,,1,0,0
141,K-858,BRD-A67748489-001-10-0,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1,CC(=O)NC1=NN(C(C)=O)C(C)(S1)c1ccccc1,JEFVYQYZCAVNTP-UHFFFAOYSA-N,,0,0,0
142,naftidrofuryl,BRD-A67862938-034-14-9,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,CCN(CC)CCOC(=O)C(CC1CCCO1)Cc1cccc2ccccc12,KBAFPSLPKGSANY-UHFFFAOYSA-N,,0,0,1
143,pranidipine,BRD-A68083442-001-01-6,COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1,XTFPDGZNWTZCMF-DHZHZOJOSA-N,,0,0,0
144,BTS-54505,BRD-A68304895-003-02-2,CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,CC(C)CC(N)C1(CCC1)c1ccc(Cl)cc1,WQSACWZKKZPCHN-UHFFFAOYSA-N,,0,0,0
145,evodiamine,BRD-A68631409-001-05-4,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CN1C2N(CCc3c2[nH]c2ccccc32)C(=O)c2ccccc12,TXDUTHBFYKGSAH-UHFFFAOYSA-N,,0,0,0
146,echinomycin,BRD-A68969091-001-12-7,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C,CSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c1cnc2ccccc2n1)NC(=O)c1cnc2ccccc2n1,AUJXLBOHYWTPFV-UHFFFAOYSA-N,,0,0,0
147,minocycline,BRD-A69651145-003-07-2,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,ZZZRUAITSXLWBH-CSYJEMQYSA-N,,1,0,1
148,cyclosporin-a,BRD-A69815203-001-07-6,C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,PMATZTZNYRCHOR-IMVLJIQESA-N,,0,0,0
149,secnidazole,BRD-A70083328-001-23-5,Cc1ncc([N+](=O)[O-])n1CC(C)O,CC(O)Cn1c(C)ncc1[N+]([O-])=O,KPQZUUQMTUIKBP-UHFFFAOYSA-N,,1,0,1
150,sulconazole,BRD-A70649075-008-30-8,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N,,0,0,1
151,estramustine,BRD-A70858459-001-01-7,C[C@]12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CC[C@@H]2O,C[C@]12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CC[C@@H]2O,FRPJXPJMRWBBIH-ZZSVNSIZSA-N,,1,0,1
152,fendiline,BRD-A71033472-003-23-9,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,NMKSAYKQLCHXDK-UHFFFAOYSA-N,,0,0,1
153,metoxibutropate,BRD-A71725768-001-01-3,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,FVRWRGBTEHAPDI-UHFFFAOYSA-N,,0,0,0
154,SKF-96365,BRD-A72703248-003-04-9,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,HLMBXBGDBBCYII-UHFFFAOYSA-N,,0,0,0
155,lasalocid,BRD-A72711497-236-03-8,CC[C@@H](C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O,BBMULGJBVDDDNI-YFGMYPSKSA-N,,0,0,0
156,peruvoside,BRD-A72716251-001-01-5,CO[C@@H]1C(O)[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)OC(C)[C@@H]1O,CO[C@H]1[C@@H](O)C(C)O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)C2)C1O,PMTSPAGBAFCORP-WTGLOUSHSA-N,,0,0,0
157,adaprev,BRD-A73427433-240-01-3,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,NBSCHQHZLSJFNQ-GASJEMHNSA-N,,0,0,0
158,tagatose,BRD-A73556557-001-06-4,O=C(COOC[C@@H](O)[C@@H](O)[C@H](O)C(=O)COOC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1OOCC(O)C(O)C(O)C(=O)COOC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(=O)COOC[C@@H](O)[C@@H](O)[C@H](O)C(=O)COOC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1OOCC(O)C(O)C(O)C(=O)COOC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,IYLVPYLDXMTLHR-LDASZWBHSA-N,,0,0,0
