gene_name,DRUG_ID,DRUG_NAME,n_test_cells,mean_delta_auc,std_delta_auc,abs_mean_delta,frac_positive,is_known_target
FBXO27,1085,Sorafenib,186,9.018887794809416e-05,0.00163268914911896,0.0013183245901018381,0.5483870967741935,False
FBXO27,1086,BI-2536,182,1.5087998690432869e-05,0.002880475716665387,0.0021363957785069942,0.554945054945055,False
FBXO27,1088,Irinotecan,187,0.0011770859127864242,0.0020949284080415964,0.001865070778876543,0.732620320855615,False
FBXO27,1089,Oxaliplatin,189,0.0007041497156023979,0.0011588329216465354,0.0010998810175806284,0.7301587301587301,False
FBXO27,1091,BMS-536924,186,0.001619301619939506,0.0020510272588580847,0.0020149515476077795,0.8279569892473119,False
FBXO27,1093,GSK1904529A,187,0.000650923524517566,0.0011043696431443095,0.001029942068271339,0.679144385026738,False
FBXO27,1096,Tozasertib,56,-0.0026774092111736536,0.0040833973325788975,0.003053495427593589,0.25,False
FBXO27,1129,PF-4708671,56,0.0006599351763725281,0.001073914929293096,0.0010747899068519473,0.7321428571428571,False
FBXO27,1131,PRIMA-1MET,170,0.0011129105696454644,0.00182638899423182,0.0017299118917435408,0.7294117647058823,False
FBXO27,1133,Serdemetan,189,0.0007545683183707297,0.001097354106605053,0.0010578538058325648,0.7195767195767195,False
FBXO27,1149,TW 37,75,0.0012473177630454302,0.001633711508475244,0.0016669105971232057,0.7733333333333333,False
FBXO27,1168,Erlotinib,185,0.00092553865397349,0.0015261141816154122,0.0013105563120916486,0.6810810810810811,False
FBXO27,1170,CCT-018159,44,-0.00012898851127829403,0.0013396485010161996,0.001077699358575046,0.4772727272727273,False
FBXO27,1175,Rucaparib,189,0.0004707221523858607,0.0011448104633018374,0.0009822819847613573,0.6190476190476191,False
FBXO27,1177,Niraparib,170,0.0011986943427473307,0.0013847770169377327,0.0014961494598537683,0.8058823529411765,False
